Día,Tiempo esperado total,Tiempo minimo esperado,Tiempo maximo esperado,Parqueos Libres,Carros sin antender,Almorzaron,Cantidad alumnos,Cantidad parqueos,Salidas por periodos libres,Parametros
0,940,20,150,0,1,0,43,25,4,"{'yellow': 6, 'orange': 15, 'red': 13, 'skyblue': 9}"
0,1680,20,290,0,1,0,47,25,4,"{'yellow': 7, 'orange': 17, 'red': 14, 'skyblue': 9}"
0,2450,30,350,0,1,0,50,25,4,"{'yellow': 7, 'orange': 18, 'red': 15, 'skyblue': 10}"
0,4040,30,350,0,4,0,55,25,4,"{'yellow': 8, 'orange': 19, 'red': 17, 'skyblue': 11}"
0,6990,30,650,0,4,0,60,25,4,"{'yellow': 9, 'orange': 21, 'red': 18, 'skyblue': 12}"
0,0,0,0,6,0,0,22,25,1,"{'yellow': 3, 'orange': 8, 'red': 8, 'skyblue': 3}"
0,0,0,0,1,0,0,28,25,1,"{'yellow': 4, 'orange': 10, 'red': 10, 'skyblue': 4}"
0,10,10,10,0,0,0,30,25,2,"{'yellow': 4, 'orange': 11, 'red': 11, 'skyblue': 4}"
0,70,10,20,0,0,0,34,25,3,"{'yellow': 5, 'orange': 12, 'red': 12, 'skyblue': 5}"
0,250,10,60,0,1,0,40,25,4,"{'yellow': 6, 'orange': 14, 'red': 14, 'skyblue': 6}"
0,460,20,140,0,1,0,42,25,4,"{'yellow': 6, 'orange': 15, 'red': 15, 'skyblue': 6}"
0,1250,20,140,0,1,0,48,25,4,"{'yellow': 7, 'orange': 17, 'red': 17, 'skyblue': 7}"
0,1490,30,150,0,1,0,50,25,4,"{'yellow': 7, 'orange': 18, 'red': 18, 'skyblue': 7}"
0,2690,30,340,0,4,0,54,25,4,"{'yellow': 8, 'orange': 19, 'red': 19, 'skyblue': 8}"
0,5990,30,650,0,4,0,60,25,4,"{'yellow': 9, 'orange': 21, 'red': 21, 'skyblue': 9}"
0,0,0,0,5,0,0,23,25,1,"{'yellow': 3, 'orange': 8, 'red': 10, 'skyblue': 2}"
0,0,0,0,2,0,0,27,25,1,"{'yellow': 4, 'orange': 10, 'red': 11, 'skyblue': 2}"
0,30,10,20,0,0,0,31,25,4,"{'yellow': 4, 'orange': 11, 'red': 13, 'skyblue': 3}"
0,60,10,20,0,0,0,34,25,4,"{'yellow': 5, 'orange': 12, 'red': 14, 'skyblue': 3}"
0,180,10,30,0,0,0,40,25,4,"{'yellow': 6, 'orange': 14, 'red': 16, 'skyblue': 4}"
0,280,20,30,0,0,0,43,25,4,"{'yellow': 6, 'orange': 15, 'red': 18, 'skyblue': 4}"
0,760,20,140,0,1,0,47,25,4,"{'yellow': 7, 'orange': 17, 'red': 19, 'skyblue': 4}"
0,1340,30,140,0,2,0,51,25,5,"{'yellow': 7, 'orange': 18, 'red': 21, 'skyblue': 5}"
0,1940,30,160,0,3,0,54,25,4,"{'yellow': 8, 'orange': 19, 'red': 22, 'skyblue': 5}"
0,4530,30,560,0,4,0,60,25,4,"{'yellow': 9, 'orange': 21, 'red': 24, 'skyblue': 6}"
0,0,0,0,4,0,0,23,25,1,"{'yellow': 3, 'orange': 10, 'red': 2, 'skyblue': 8}"
0,0,0,0,0,0,0,27,25,1,"{'yellow': 4, 'orange': 11, 'red': 2, 'skyblue': 10}"
0,470,20,140,0,0,0,31,25,2,"{'yellow': 4, 'orange': 13, 'red': 3, 'skyblue': 11}"
0,1110,20,250,0,1,0,34,25,3,"{'yellow': 5, 'orange': 14, 'red': 3, 'skyblue': 12}"
0,2650,10,350,0,2,0,40,25,3,"{'yellow': 6, 'orange': 16, 'red': 4, 'skyblue': 14}"
0,3580,20,350,0,2,0,43,25,4,"{'yellow': 6, 'orange': 18, 'red': 4, 'skyblue': 15}"
0,4960,20,360,0,4,0,47,25,4,"{'yellow': 7, 'orange': 19, 'red': 4, 'skyblue': 17}"
0,6200,20,380,0,9,0,51,25,4,"{'yellow': 7, 'orange': 21, 'red': 5, 'skyblue': 18}"
0,7140,30,380,0,10,0,54,25,5,"{'yellow': 8, 'orange': 22, 'red': 5, 'skyblue': 19}"
0,14830,40,890,0,15,0,60,25,5,"{'yellow': 9, 'orange': 24, 'red': 6, 'skyblue': 21}"
0,0,0,0,5,0,0,23,25,1,"{'yellow': 3, 'orange': 10, 'red': 3, 'skyblue': 7}"
0,0,0,0,2,0,0,27,25,1,"{'yellow': 4, 'orange': 11, 'red': 4, 'skyblue': 8}"
0,150,20,130,0,0,0,30,25,2,"{'yellow': 4, 'orange': 13, 'red': 4, 'skyblue': 9}"
0,840,10,150,0,0,0,35,25,3,"{'yellow': 5, 'orange': 14, 'red': 5, 'skyblue': 11}"
0,1830,10,350,0,2,0,40,25,4,"{'yellow': 6, 'orange': 16, 'red': 6, 'skyblue': 12}"
0,2930,20,350,0,1,0,43,25,4,"{'yellow': 6, 'orange': 18, 'red': 6, 'skyblue': 13}"
0,3980,20,350,0,1,0,47,25,4,"{'yellow': 7, 'orange': 19, 'red': 7, 'skyblue': 14}"
0,5050,20,370,0,5,0,50,25,4,"{'yellow': 7, 'orange': 21, 'red': 7, 'skyblue': 15}"
0,7130,30,650,0,9,0,55,25,5,"{'yellow': 8, 'orange': 22, 'red': 8, 'skyblue': 17}"
0,11690,40,690,0,11,0,60,25,5,"{'yellow': 9, 'orange': 24, 'red': 9, 'skyblue': 18}"
0,0,0,0,4,0,0,24,25,1,"{'yellow': 3, 'orange': 10, 'red': 5, 'skyblue': 6}"
0,0,0,0,2,0,0,27,25,1,"{'yellow': 4, 'orange': 11, 'red': 5, 'skyblue': 7}"
0,40,20,20,0,0,0,31,25,2,"{'yellow': 4, 'orange': 13, 'red': 6, 'skyblue': 8}"
0,540,10,150,0,0,0,35,25,3,"{'yellow': 5, 'orange': 14, 'red': 7, 'skyblue': 9}"
0,1200,10,160,0,1,0,40,25,4,"{'yellow': 6, 'orange': 16, 'red': 8, 'skyblue': 10}"
0,2430,20,350,0,1,0,44,25,4,"{'yellow': 6, 'orange': 18, 'red': 9, 'skyblue': 11}"
0,3320,20,350,0,1,0,47,25,4,"{'yellow': 7, 'orange': 19, 'red': 9, 'skyblue': 12}"
0,4360,20,350,0,2,0,51,25,4,"{'yellow': 7, 'orange': 21, 'red': 10, 'skyblue': 13}"
0,6030,30,650,0,5,0,55,25,5,"{'yellow': 8, 'orange': 22, 'red': 11, 'skyblue': 14}"
0,9930,30,690,0,11,0,60,25,5,"{'yellow': 9, 'orange': 24, 'red': 12, 'skyblue': 15}"
0,0,0,0,4,0,0,24,25,1,"{'yellow': 3, 'orange': 10, 'red': 6, 'skyblue': 5}"
0,0,0,0,2,0,0,27,25,1,"{'yellow': 4, 'orange': 11, 'red': 7, 'skyblue': 5}"
0,30,10,20,0,0,0,31,25,2,"{'yellow': 4, 'orange': 13, 'red': 8, 'skyblue': 6}"
0,160,10,60,0,1,0,35,25,4,"{'yellow': 5, 'orange': 14, 'red': 9, 'skyblue': 7}"
0,820,10,150,0,1,0,40,25,4,"{'yellow': 6, 'orange': 16, 'red': 10, 'skyblue': 8}"
0,1790,20,340,0,1,0,44,25,4,"{'yellow': 6, 'orange': 18, 'red': 11, 'skyblue': 9}"
0,2320,20,350,0,1,0,47,25,4,"{'yellow': 7, 'orange': 19, 'red': 12, 'skyblue': 9}"
0,3360,20,350,0,2,0,51,25,4,"{'yellow': 7, 'orange': 21, 'red': 13, 'skyblue': 10}"
0,4440,30,520,0,4,0,55,25,4,"{'yellow': 8, 'orange': 22, 'red': 14, 'skyblue': 11}"
0,6880,30,650,0,5,0,60,25,5,"{'yellow': 9, 'orange': 24, 'red': 15, 'skyblue': 12}"
0,0,0,0,5,0,0,23,25,1,"{'yellow': 3, 'orange': 10, 'red': 7, 'skyblue': 3}"
0,0,0,0,2,0,0,27,25,1,"{'yellow': 4, 'orange': 11, 'red': 8, 'skyblue': 4}"
0,10,10,10,0,0,0,30,25,2,"{'yellow': 4, 'orange': 13, 'red': 9, 'skyblue': 4}"
0,80,10,20,0,0,0,35,25,4,"{'yellow': 5, 'orange': 14, 'red': 11, 'skyblue': 5}"
0,530,10,140,0,1,0,40,25,4,"{'yellow': 6, 'orange': 16, 'red': 12, 'skyblue': 6}"
0,930,20,140,0,1,0,43,25,4,"{'yellow': 6, 'orange': 18, 'red': 13, 'skyblue': 6}"
0,1670,20,290,0,1,0,47,25,4,"{'yellow': 7, 'orange': 19, 'red': 14, 'skyblue': 7}"
0,2340,20,340,0,2,0,50,25,4,"{'yellow': 7, 'orange': 21, 'red': 15, 'skyblue': 7}"
0,3440,30,430,0,4,0,55,25,4,"{'yellow': 8, 'orange': 22, 'red': 17, 'skyblue': 8}"
0,5880,30,650,0,5,0,60,25,5,"{'yellow': 9, 'orange': 24, 'red': 18, 'skyblue': 9}"
0,0,0,0,5,0,0,23,25,1,"{'yellow': 3, 'orange': 10, 'red': 8, 'skyblue': 2}"
0,0,0,0,2,0,0,27,25,1,"{'yellow': 4, 'orange': 11, 'red': 10, 'skyblue': 2}"
0,30,10,20,0,0,0,31,25,2,"{'yellow': 4, 'orange': 13, 'red': 11, 'skyblue': 3}"
0,60,10,20,0,0,0,34,25,4,"{'yellow': 5, 'orange': 14, 'red': 12, 'skyblue': 3}"
0,230,10,50,0,0,0,40,25,4,"{'yellow': 6, 'orange': 16, 'red': 14, 'skyblue': 4}"
0,610,20,140,0,0,0,43,25,4,"{'yellow': 6, 'orange': 18, 'red': 15, 'skyblue': 4}"
0,1050,20,140,0,1,0,47,25,4,"{'yellow': 7, 'orange': 19, 'red': 17, 'skyblue': 4}"
0,1700,20,170,0,1,0,51,25,4,"{'yellow': 7, 'orange': 21, 'red': 18, 'skyblue': 5}"
0,2090,30,230,0,2,0,54,25,4,"{'yellow': 8, 'orange': 22, 'red': 19, 'skyblue': 5}"
0,5140,30,650,0,5,0,60,25,5,"{'yellow': 9, 'orange': 24, 'red': 21, 'skyblue': 6}"
0,0,0,0,6,0,0,24,25,1,"{'yellow': 5, 'orange': 2, 'red': 7, 'skyblue': 10}"
0,0,0,0,4,0,0,26,25,1,"{'yellow': 5, 'orange': 2, 'red': 8, 'skyblue': 11}"
0,0,0,0,0,0,0,31,25,3,"{'yellow': 6, 'orange': 3, 'red': 9, 'skyblue': 13}"
0,70,20,30,0,0,0,35,25,3,"{'yellow': 7, 'orange': 3, 'red': 11, 'skyblue': 14}"
0,1230,20,240,0,3,0,40,25,3,"{'yellow': 8, 'orange': 4, 'red': 12, 'skyblue': 16}"
0,3050,20,580,0,4,0,44,25,4,"{'yellow': 9, 'orange': 4, 'red': 13, 'skyblue': 18}"
0,4160,30,580,0,8,0,46,25,4,"{'yellow': 9, 'orange': 4, 'red': 14, 'skyblue': 19}"
0,7240,30,890,0,10,0,51,25,5,"{'yellow': 10, 'orange': 5, 'red': 15, 'skyblue': 21}"
0,9060,30,890,0,12,0,55,25,6,"{'yellow': 11, 'orange': 5, 'red': 17, 'skyblue': 22}"
0,12610,40,890,0,12,0,60,25,6,"{'yellow': 12, 'orange': 6, 'red': 18, 'skyblue': 24}"
0,0,0,0,7,0,0,23,25,1,"{'yellow': 5, 'orange': 2, 'red': 8, 'skyblue': 8}"
0,0,0,0,3,0,0,27,25,1,"{'yellow': 5, 'orange': 2, 'red': 10, 'skyblue': 10}"
0,0,0,0,0,0,0,31,25,3,"{'yellow': 6, 'orange': 3, 'red': 11, 'skyblue': 11}"
0,40,20,20,0,0,0,34,25,3,"{'yellow': 7, 'orange': 3, 'red': 12, 'skyblue': 12}"
0,940,20,240,0,3,0,40,25,3,"{'yellow': 8, 'orange': 4, 'red': 14, 'skyblue': 14}"
0,1990,20,350,0,3,0,43,25,4,"{'yellow': 9, 'orange': 4, 'red': 15, 'skyblue': 15}"
0,3730,20,350,0,6,0,47,25,5,"{'yellow': 9, 'orange': 4, 'red': 17, 'skyblue': 17}"
0,5430,30,360,0,10,0,51,25,5,"{'yellow': 10, 'orange': 5, 'red': 18, 'skyblue': 18}"
0,6790,30,370,0,10,0,54,25,6,"{'yellow': 11, 'orange': 5, 'red': 19, 'skyblue': 19}"
0,10650,30,890,0,14,0,60,25,6,"{'yellow': 12, 'orange': 6, 'red': 21, 'skyblue': 21}"
0,0,0,0,6,0,0,24,25,1,"{'yellow': 5, 'orange': 2, 'red': 10, 'skyblue': 7}"
0,0,0,0,4,0,0,26,25,1,"{'yellow': 5, 'orange': 2, 'red': 11, 'skyblue': 8}"
0,0,0,0,0,0,0,31,25,3,"{'yellow': 6, 'orange': 3, 'red': 13, 'skyblue': 9}"
0,60,20,20,0,0,0,35,25,3,"{'yellow': 7, 'orange': 3, 'red': 14, 'skyblue': 11}"
0,840,20,230,0,3,0,40,25,4,"{'yellow': 8, 'orange': 4, 'red': 16, 'skyblue': 12}"
0,1920,20,340,0,5,0,44,25,5,"{'yellow': 9, 'orange': 4, 'red': 18, 'skyblue': 13}"
0,2770,20,350,0,5,0,46,25,5,"{'yellow': 9, 'orange': 4, 'red': 19, 'skyblue': 14}"
0,4440,30,360,0,9,0,51,25,5,"{'yellow': 10, 'orange': 5, 'red': 21, 'skyblue': 15}"
0,6390,30,360,0,9,0,55,25,6,"{'yellow': 11, 'orange': 5, 'red': 22, 'skyblue': 17}"
0,8520,30,370,0,15,0,60,25,6,"{'yellow': 12, 'orange': 6, 'red': 24, 'skyblue': 18}"
0,0,0,0,6,0,0,24,25,1,"{'yellow': 5, 'orange': 3, 'red': 6, 'skyblue': 10}"
0,0,0,0,3,0,0,27,25,1,"{'yellow': 5, 'orange': 4, 'red': 7, 'skyblue': 11}"
0,0,0,0,0,0,0,31,25,2,"{'yellow': 6, 'orange': 4, 'red': 8, 'skyblue': 13}"
0,200,20,140,0,0,0,35,25,3,"{'yellow': 7, 'orange': 5, 'red': 9, 'skyblue': 14}"
0,980,20,150,0,1,0,40,25,3,"{'yellow': 8, 'orange': 6, 'red': 10, 'skyblue': 16}"
0,2920,30,580,0,2,0,44,25,4,"{'yellow': 9, 'orange': 6, 'red': 11, 'skyblue': 18}"
0,4310,30,610,0,3,0,47,25,4,"{'yellow': 9, 'orange': 7, 'red': 12, 'skyblue': 19}"
0,7230,30,890,0,6,0,51,25,4,"{'yellow': 10, 'orange': 7, 'red': 13, 'skyblue': 21}"
0,9720,40,890,0,11,0,55,25,6,"{'yellow': 11, 'orange': 8, 'red': 14, 'skyblue': 22}"
0,12940,40,890,0,13,0,60,25,6,"{'yellow': 12, 'orange': 9, 'red': 15, 'skyblue': 24}"
0,0,0,0,7,0,0,23,25,1,"{'yellow': 5, 'orange': 3, 'red': 8, 'skyblue': 7}"
0,0,0,0,3,0,0,27,25,1,"{'yellow': 5, 'orange': 4, 'red': 10, 'skyblue': 8}"
0,0,0,0,1,0,0,30,25,2,"{'yellow': 6, 'orange': 4, 'red': 11, 'skyblue': 9}"
0,50,10,20,0,0,0,35,25,3,"{'yellow': 7, 'orange': 5, 'red': 12, 'skyblue': 11}"
0,410,20,140,0,1,0,40,25,4,"{'yellow': 8, 'orange': 6, 'red': 14, 'skyblue': 12}"
0,1220,20,210,0,4,0,43,25,5,"{'yellow': 9, 'orange': 6, 'red': 15, 'skyblue': 13}"
0,2620,30,340,0,5,0,47,25,5,"{'yellow': 9, 'orange': 7, 'red': 17, 'skyblue': 14}"
0,3680,30,350,0,5,0,50,25,5,"{'yellow': 10, 'orange': 7, 'red': 18, 'skyblue': 15}"
0,5990,30,360,0,9,0,55,25,6,"{'yellow': 11, 'orange': 8, 'red': 19, 'skyblue': 17}"
0,9040,30,890,0,12,0,60,25,6,"{'yellow': 12, 'orange': 9, 'red': 21, 'skyblue': 18}"
0,0,0,0,6,0,0,24,25,1,"{'yellow': 5, 'orange': 3, 'red': 10, 'skyblue': 6}"
0,0,0,0,3,0,0,27,25,1,"{'yellow': 5, 'orange': 4, 'red': 11, 'skyblue': 7}"
0,0,0,0,0,0,0,31,25,2,"{'yellow': 6, 'orange': 4, 'red': 13, 'skyblue': 8}"
0,50,10,20,0,0,0,35,25,3,"{'yellow': 7, 'orange': 5, 'red': 14, 'skyblue': 9}"
0,200,20,70,0,1,0,40,25,5,"{'yellow': 8, 'orange': 6, 'red': 16, 'skyblue': 10}"
0,1290,20,230,0,5,0,44,25,5,"{'yellow': 9, 'orange': 6, 'red': 18, 'skyblue': 11}"
0,2340,30,340,0,5,0,47,25,5,"{'yellow': 9, 'orange': 7, 'red': 19, 'skyblue': 12}"
0,3930,30,350,0,5,0,51,25,5,"{'yellow': 10, 'orange': 7, 'red': 21, 'skyblue': 13}"
0,4980,30,360,0,7,0,55,25,6,"{'yellow': 11, 'orange': 8, 'red': 22, 'skyblue': 14}"
0,6950,30,360,0,10,0,60,25,5,"{'yellow': 12, 'orange': 9, 'red': 24, 'skyblue': 15}"
0,0,0,0,5,0,0,25,25,1,"{'yellow': 5, 'orange': 5, 'red': 5, 'skyblue': 10}"
0,0,0,0,4,0,0,26,25,1,"{'yellow': 5, 'orange': 5, 'red': 5, 'skyblue': 11}"
0,0,0,0,0,0,0,31,25,2,"{'yellow': 6, 'orange': 6, 'red': 6, 'skyblue': 13}"
0,480,20,140,0,0,0,35,25,3,"{'yellow': 7, 'orange': 7, 'red': 7, 'skyblue': 14}"
0,1210,20,150,0,0,0,40,25,3,"{'yellow': 8, 'orange': 8, 'red': 8, 'skyblue': 16}"
0,3180,30,520,0,4,0,45,25,5,"{'yellow': 9, 'orange': 9, 'red': 9, 'skyblue': 18}"
0,4010,30,520,0,5,0,46,25,5,"{'yellow': 9, 'orange': 9, 'red': 9, 'skyblue': 19}"
0,7850,30,890,0,7,0,51,25,5,"{'yellow': 10, 'orange': 10, 'red': 10, 'skyblue': 21}"
0,10050,40,890,0,9,0,55,25,6,"{'yellow': 11, 'orange': 11, 'red': 11, 'skyblue': 22}"
0,13930,40,890,0,13,0,60,25,6,"{'yellow': 12, 'orange': 12, 'red': 12, 'skyblue': 24}"
0,0,0,0,6,0,0,24,25,1,"{'yellow': 5, 'orange': 5, 'red': 6, 'skyblue': 8}"
0,0,0,0,3,0,0,27,25,1,"{'yellow': 5, 'orange': 5, 'red': 7, 'skyblue': 10}"
0,0,0,0,0,0,0,31,25,2,"{'yellow': 6, 'orange': 6, 'red': 8, 'skyblue': 11}"
0,200,20,140,0,0,0,35,25,3,"{'yellow': 7, 'orange': 7, 'red': 9, 'skyblue': 12}"
0,890,20,150,0,0,0,40,25,3,"{'yellow': 8, 'orange': 8, 'red': 10, 'skyblue': 14}"
0,1610,30,260,0,2,0,44,25,4,"{'yellow': 9, 'orange': 9, 'red': 11, 'skyblue': 15}"
0,3220,30,390,0,4,0,47,25,4,"{'yellow': 9, 'orange': 9, 'red': 12, 'skyblue': 17}"
0,5890,30,890,0,6,0,51,25,5,"{'yellow': 10, 'orange': 10, 'red': 13, 'skyblue': 18}"
0,8080,30,890,0,8,0,55,25,6,"{'yellow': 11, 'orange': 11, 'red': 14, 'skyblue': 19}"
0,11980,40,890,0,12,0,60,25,6,"{'yellow': 12, 'orange': 12, 'red': 15, 'skyblue': 21}"
0,0,0,0,6,0,0,24,25,1,"{'yellow': 5, 'orange': 5, 'red': 7, 'skyblue': 7}"
0,0,0,0,4,0,0,26,25,1,"{'yellow': 5, 'orange': 5, 'red': 8, 'skyblue': 8}"
0,0,0,0,1,0,0,30,25,2,"{'yellow': 6, 'orange': 6, 'red': 9, 'skyblue': 9}"
0,70,10,20,0,0,0,36,25,3,"{'yellow': 7, 'orange': 7, 'red': 11, 'skyblue': 11}"
0,590,20,140,0,0,0,40,25,4,"{'yellow': 8, 'orange': 8, 'red': 12, 'skyblue': 12}"
0,1290,20,140,0,3,0,44,25,4,"{'yellow': 9, 'orange': 9, 'red': 13, 'skyblue': 13}"
0,2110,30,260,0,4,0,46,25,4,"{'yellow': 9, 'orange': 9, 'red': 14, 'skyblue': 14}"
0,3270,30,340,0,5,0,50,25,5,"{'yellow': 10, 'orange': 10, 'red': 15, 'skyblue': 15}"
0,6450,30,610,0,7,0,56,25,6,"{'yellow': 11, 'orange': 11, 'red': 17, 'skyblue': 17}"
0,9360,30,890,0,9,0,60,25,6,"{'yellow': 12, 'orange': 12, 'red': 18, 'skyblue': 18}"
0,0,0,0,6,0,0,24,25,1,"{'yellow': 5, 'orange': 5, 'red': 8, 'skyblue': 6}"
0,0,0,0,3,0,0,27,25,1,"{'yellow': 5, 'orange': 5, 'red': 10, 'skyblue': 7}"
0,0,0,0,0,0,0,31,25,2,"{'yellow': 6, 'orange': 6, 'red': 11, 'skyblue': 8}"
0,50,10,20,0,0,0,35,25,3,"{'yellow': 7, 'orange': 7, 'red': 12, 'skyblue': 9}"
0,290,20,140,0,0,0,40,25,5,"{'yellow': 8, 'orange': 8, 'red': 14, 'skyblue': 10}"
0,990,20,140,0,3,0,44,25,4,"{'yellow': 9, 'orange': 9, 'red': 15, 'skyblue': 11}"
0,2200,30,340,0,3,0,47,25,4,"{'yellow': 9, 'orange': 9, 'red': 17, 'skyblue': 12}"
0,3340,30,350,0,5,0,51,25,5,"{'yellow': 10, 'orange': 10, 'red': 18, 'skyblue': 13}"
0,4460,30,350,0,6,0,55,25,6,"{'yellow': 11, 'orange': 11, 'red': 19, 'skyblue': 14}"
0,7520,30,590,0,7,0,60,25,5,"{'yellow': 12, 'orange': 12, 'red': 21, 'skyblue': 15}"
0,0,0,0,5,0,0,25,25,1,"{'yellow': 5, 'orange': 5, 'red': 10, 'skyblue': 5}"
0,0,0,0,4,0,0,26,25,1,"{'yellow': 5, 'orange': 5, 'red': 11, 'skyblue': 5}"
0,0,0,0,0,0,0,31,25,2,"{'yellow': 6, 'orange': 6, 'red': 13, 'skyblue': 6}"
0,50,10,20,0,0,0,35,25,4,"{'yellow': 7, 'orange': 7, 'red': 14, 'skyblue': 7}"
0,150,20,30,0,0,0,40,25,4,"{'yellow': 8, 'orange': 8, 'red': 16, 'skyblue': 8}"
0,1020,20,180,0,4,0,45,25,4,"{'yellow': 9, 'orange': 9, 'red': 18, 'skyblue': 9}"
0,1380,20,230,0,4,0,46,25,4,"{'yellow': 9, 'orange': 9, 'red': 19, 'skyblue': 9}"
0,2830,30,350,0,5,0,51,25,5,"{'yellow': 10, 'orange': 10, 'red': 21, 'skyblue': 10}"
0,3910,30,350,0,6,0,55,25,5,"{'yellow': 11, 'orange': 11, 'red': 22, 'skyblue': 11}"
0,5540,30,360,0,7,0,60,25,5,"{'yellow': 12, 'orange': 12, 'red': 24, 'skyblue': 12}"
0,0,0,0,4,0,0,24,25,1,"{'yellow': 5, 'orange': 6, 'red': 3, 'skyblue': 10}"
0,0,0,0,2,0,0,27,25,1,"{'yellow': 5, 'orange': 7, 'red': 4, 'skyblue': 11}"
0,280,140,140,0,0,0,31,25,2,"{'yellow': 6, 'orange': 8, 'red': 4, 'skyblue': 13}"
0,780,20,150,0,0,0,35,25,3,"{'yellow': 7, 'orange': 9, 'red': 5, 'skyblue': 14}"
0,1630,10,250,0,1,0,40,25,3,"{'yellow': 8, 'orange': 10, 'red': 6, 'skyblue': 16}"
0,2810,20,340,0,5,0,44,25,5,"{'yellow': 9, 'orange': 11, 'red': 6, 'skyblue': 18}"
0,4300,20,580,0,4,0,47,25,4,"{'yellow': 9, 'orange': 12, 'red': 7, 'skyblue': 19}"
0,8530,30,890,0,9,0,51,25,5,"{'yellow': 10, 'orange': 13, 'red': 7, 'skyblue': 21}"
0,10700,40,890,0,10,0,55,25,6,"{'yellow': 11, 'orange': 14, 'red': 8, 'skyblue': 22}"
0,14580,50,890,0,13,0,60,25,6,"{'yellow': 12, 'orange': 15, 'red': 9, 'skyblue': 24}"
0,0,0,0,6,0,0,24,25,1,"{'yellow': 5, 'orange': 6, 'red': 5, 'skyblue': 8}"
0,0,0,0,3,0,0,27,25,1,"{'yellow': 5, 'orange': 7, 'red': 5, 'skyblue': 10}"
0,0,0,0,0,0,0,31,25,2,"{'yellow': 6, 'orange': 8, 'red': 6, 'skyblue': 11}"
0,480,20,140,0,0,0,35,25,3,"{'yellow': 7, 'orange': 9, 'red': 7, 'skyblue': 12}"
0,1190,20,150,0,0,0,40,25,3,"{'yellow': 8, 'orange': 10, 'red': 8, 'skyblue': 14}"
0,1800,20,170,0,2,0,44,25,4,"{'yellow': 9, 'orange': 11, 'red': 9, 'skyblue': 15}"
0,3260,20,350,0,4,0,47,25,4,"{'yellow': 9, 'orange': 12, 'red': 9, 'skyblue': 17}"
0,5880,30,890,0,6,0,51,25,5,"{'yellow': 10, 'orange': 13, 'red': 10, 'skyblue': 18}"
0,8050,30,890,0,7,0,55,25,6,"{'yellow': 11, 'orange': 14, 'red': 11, 'skyblue': 19}"
0,12280,40,890,0,12,0,60,25,6,"{'yellow': 12, 'orange': 15, 'red': 12, 'skyblue': 21}"
0,0,0,0,6,0,0,24,25,1,"{'yellow': 5, 'orange': 6, 'red': 6, 'skyblue': 7}"
0,0,0,0,3,0,0,27,25,1,"{'yellow': 5, 'orange': 7, 'red': 7, 'skyblue': 8}"
0,0,0,0,0,0,0,31,25,2,"{'yellow': 6, 'orange': 8, 'red': 8, 'skyblue': 9}"
0,350,10,140,0,0,0,36,25,3,"{'yellow': 7, 'orange': 9, 'red': 9, 'skyblue': 11}"
0,790,20,140,0,1,0,40,25,4,"{'yellow': 8, 'orange': 10, 'red': 10, 'skyblue': 12}"
0,1350,20,150,0,1,0,44,25,4,"{'yellow': 9, 'orange': 11, 'red': 11, 'skyblue': 13}"
0,2190,20,330,0,3,0,47,25,4,"{'yellow': 9, 'orange': 12, 'red': 12, 'skyblue': 14}"
0,3840,30,490,0,5,0,51,25,5,"{'yellow': 10, 'orange': 13, 'red': 13, 'skyblue': 15}"
0,6790,30,650,0,6,0,56,25,6,"{'yellow': 11, 'orange': 14, 'red': 14, 'skyblue': 17}"
0,9660,40,890,0,9,0,60,25,6,"{'yellow': 12, 'orange': 15, 'red': 15, 'skyblue': 18}"
0,0,0,0,6,0,0,24,25,1,"{'yellow': 5, 'orange': 6, 'red': 7, 'skyblue': 6}"
0,0,0,0,3,0,0,27,25,1,"{'yellow': 5, 'orange': 7, 'red': 8, 'skyblue': 7}"
0,0,0,0,0,0,0,31,25,2,"{'yellow': 6, 'orange': 8, 'red': 9, 'skyblue': 8}"
0,70,10,20,0,0,0,36,25,3,"{'yellow': 7, 'orange': 9, 'red': 11, 'skyblue': 9}"
0,480,10,140,0,1,0,40,25,4,"{'yellow': 8, 'orange': 10, 'red': 12, 'skyblue': 10}"
0,1040,20,140,0,1,0,44,25,4,"{'yellow': 9, 'orange': 11, 'red': 13, 'skyblue': 11}"
0,1700,30,150,0,3,0,47,25,4,"{'yellow': 9, 'orange': 12, 'red': 14, 'skyblue': 12}"
0,3180,30,490,0,5,0,51,25,5,"{'yellow': 10, 'orange': 13, 'red': 15, 'skyblue': 13}"
0,4970,30,610,0,6,0,56,25,6,"{'yellow': 11, 'orange': 14, 'red': 17, 'skyblue': 14}"
0,7480,30,590,0,6,0,60,25,5,"{'yellow': 12, 'orange': 15, 'red': 18, 'skyblue': 15}"
0,0,0,0,6,0,0,24,25,1,"{'yellow': 5, 'orange': 6, 'red': 8, 'skyblue': 5}"
0,0,0,0,3,0,0,27,25,1,"{'yellow': 5, 'orange': 7, 'red': 10, 'skyblue': 5}"
0,0,0,0,0,0,0,31,25,2,"{'yellow': 6, 'orange': 8, 'red': 11, 'skyblue': 6}"
0,50,10,20,0,0,0,35,25,4,"{'yellow': 7, 'orange': 9, 'red': 12, 'skyblue': 7}"
0,190,10,60,0,1,0,40,25,4,"{'yellow': 8, 'orange': 10, 'red': 14, 'skyblue': 8}"
0,750,20,140,0,1,0,44,25,4,"{'yellow': 9, 'orange': 11, 'red': 15, 'skyblue': 9}"
