Día,Tiempo esperado total,Tiempo minimo esperado,Tiempo maximo esperado,Parqueos Libres,Carros sin antender,Almorzaron,Cantidad alumnos,Cantidad parqueos,Salidas por periodos libres,Parametros
0,590,20,140,0,1,0,40,25,4,"{'yellow': 4, 'orange': 16, 'red': 12, 'skyblue': 8}"
0,1570,20,350,0,1,0,44,25,4,"{'yellow': 4, 'orange': 18, 'red': 13, 'skyblue': 9}"
0,1960,20,350,0,1,0,46,25,4,"{'yellow': 4, 'orange': 19, 'red': 14, 'skyblue': 9}"
0,3230,30,350,0,1,0,51,25,4,"{'yellow': 5, 'orange': 21, 'red': 15, 'skyblue': 10}"
0,4660,30,350,0,4,0,55,25,4,"{'yellow': 5, 'orange': 22, 'red': 17, 'skyblue': 11}"
0,7610,30,650,0,4,0,60,25,4,"{'yellow': 6, 'orange': 24, 'red': 18, 'skyblue': 12}"
0,0,0,0,4,0,0,23,25,1,"{'yellow': 2, 'orange': 10, 'red': 8, 'skyblue': 3}"
0,0,0,0,0,0,0,27,25,1,"{'yellow': 2, 'orange': 11, 'red': 10, 'skyblue': 4}"
0,50,10,20,0,0,0,31,25,2,"{'yellow': 3, 'orange': 13, 'red': 11, 'skyblue': 4}"
0,110,10,20,0,0,0,34,25,3,"{'yellow': 3, 'orange': 14, 'red': 12, 'skyblue': 5}"
0,310,20,50,0,0,0,40,25,4,"{'yellow': 4, 'orange': 16, 'red': 14, 'skyblue': 6}"
0,700,20,140,0,1,0,43,25,4,"{'yellow': 4, 'orange': 18, 'red': 15, 'skyblue': 6}"
0,1340,20,300,0,1,0,47,25,4,"{'yellow': 4, 'orange': 19, 'red': 17, 'skyblue': 7}"
0,2180,30,350,0,1,0,51,25,5,"{'yellow': 5, 'orange': 21, 'red': 18, 'skyblue': 7}"
0,3320,30,350,0,4,0,54,25,4,"{'yellow': 5, 'orange': 22, 'red': 19, 'skyblue': 8}"
0,6610,30,650,0,4,0,60,25,4,"{'yellow': 6, 'orange': 24, 'red': 21, 'skyblue': 9}"
0,0,0,0,3,0,0,24,25,1,"{'yellow': 2, 'orange': 10, 'red': 10, 'skyblue': 2}"
0,0,0,0,1,0,0,26,25,1,"{'yellow': 2, 'orange': 11, 'red': 11, 'skyblue': 2}"
0,70,10,20,0,0,0,32,25,5,"{'yellow': 3, 'orange': 13, 'red': 13, 'skyblue': 3}"
0,100,10,20,0,0,0,34,25,4,"{'yellow': 3, 'orange': 14, 'red': 14, 'skyblue': 3}"
0,250,20,30,0,0,0,40,25,4,"{'yellow': 4, 'orange': 16, 'red': 16, 'skyblue': 4}"
0,460,20,70,0,1,0,44,25,4,"{'yellow': 4, 'orange': 18, 'red': 18, 'skyblue': 4}"
0,670,20,130,0,1,0,46,25,4,"{'yellow': 4, 'orange': 19, 'red': 19, 'skyblue': 4}"
0,1700,30,180,0,2,0,52,25,4,"{'yellow': 5, 'orange': 21, 'red': 21, 'skyblue': 5}"
0,2350,30,340,0,4,0,54,25,4,"{'yellow': 5, 'orange': 22, 'red': 22, 'skyblue': 5}"
0,5480,30,600,0,4,0,60,25,4,"{'yellow': 6, 'orange': 24, 'red': 24, 'skyblue': 6}"
0,0,0,0,5,0,0,23,25,1,"{'yellow': 3, 'orange': 2, 'red': 8, 'skyblue': 10}"
0,0,0,0,2,0,0,27,25,1,"{'yellow': 4, 'orange': 2, 'red': 10, 'skyblue': 11}"
0,40,20,20,0,0,0,31,25,3,"{'yellow': 4, 'orange': 3, 'red': 11, 'skyblue': 13}"
0,170,20,60,0,2,0,34,25,3,"{'yellow': 5, 'orange': 3, 'red': 12, 'skyblue': 14}"
0,1660,20,350,0,3,0,40,25,3,"{'yellow': 6, 'orange': 4, 'red': 14, 'skyblue': 16}"
0,3040,30,350,0,3,0,43,25,3,"{'yellow': 6, 'orange': 4, 'red': 15, 'skyblue': 18}"
0,4540,30,360,0,9,0,47,25,4,"{'yellow': 7, 'orange': 4, 'red': 17, 'skyblue': 19}"
0,7220,30,890,0,10,0,51,25,5,"{'yellow': 7, 'orange': 5, 'red': 18, 'skyblue': 21}"
0,8860,30,890,0,10,0,54,25,5,"{'yellow': 8, 'orange': 5, 'red': 19, 'skyblue': 22}"
0,12800,40,890,0,13,0,60,25,5,"{'yellow': 9, 'orange': 6, 'red': 21, 'skyblue': 24}"
0,0,0,0,5,0,0,23,25,1,"{'yellow': 3, 'orange': 2, 'red': 10, 'skyblue': 8}"
0,0,0,0,2,0,0,27,25,1,"{'yellow': 4, 'orange': 2, 'red': 11, 'skyblue': 10}"
0,40,20,20,0,0,0,31,25,3,"{'yellow': 4, 'orange': 3, 'red': 13, 'skyblue': 11}"
0,160,20,50,0,1,0,34,25,3,"{'yellow': 5, 'orange': 3, 'red': 14, 'skyblue': 12}"
0,1520,20,350,0,3,0,40,25,3,"{'yellow': 6, 'orange': 4, 'red': 16, 'skyblue': 14}"
0,2640,20,350,0,3,0,43,25,4,"{'yellow': 6, 'orange': 4, 'red': 18, 'skyblue': 15}"
0,4090,30,360,0,9,0,47,25,5,"{'yellow': 7, 'orange': 4, 'red': 19, 'skyblue': 17}"
0,5530,30,370,0,10,0,51,25,5,"{'yellow': 7, 'orange': 5, 'red': 21, 'skyblue': 18}"
0,6870,30,370,0,9,0,54,25,5,"{'yellow': 8, 'orange': 5, 'red': 22, 'skyblue': 19}"
0,10520,30,890,0,13,0,60,25,5,"{'yellow': 9, 'orange': 6, 'red': 24, 'skyblue': 21}"
0,0,0,0,5,0,0,23,25,1,"{'yellow': 3, 'orange': 3, 'red': 7, 'skyblue': 10}"
0,0,0,0,2,0,0,27,25,1,"{'yellow': 4, 'orange': 4, 'red': 8, 'skyblue': 11}"
0,20,20,20,0,0,0,30,25,3,"{'yellow': 4, 'orange': 4, 'red': 9, 'skyblue': 13}"
0,110,20,30,0,0,0,35,25,3,"{'yellow': 5, 'orange': 5, 'red': 11, 'skyblue': 14}"
0,1280,20,240,0,3,0,40,25,3,"{'yellow': 6, 'orange': 6, 'red': 12, 'skyblue': 16}"
0,2700,20,350,0,3,0,43,25,3,"{'yellow': 6, 'orange': 6, 'red': 13, 'skyblue': 18}"
0,4130,30,610,0,4,0,47,25,4,"{'yellow': 7, 'orange': 7, 'red': 14, 'skyblue': 19}"
0,6370,30,610,0,9,0,50,25,4,"{'yellow': 7, 'orange': 7, 'red': 15, 'skyblue': 21}"
0,9230,40,890,0,11,0,55,25,5,"{'yellow': 8, 'orange': 8, 'red': 17, 'skyblue': 22}"
0,13400,40,890,0,13,0,60,25,5,"{'yellow': 9, 'orange': 9, 'red': 18, 'skyblue': 24}"
0,0,0,0,5,0,0,23,25,1,"{'yellow': 3, 'orange': 3, 'red': 10, 'skyblue': 7}"
0,0,0,0,2,0,0,27,25,1,"{'yellow': 4, 'orange': 4, 'red': 11, 'skyblue': 8}"
0,20,20,20,0,0,0,30,25,3,"{'yellow': 4, 'orange': 4, 'red': 13, 'skyblue': 9}"
0,100,20,20,0,0,0,35,25,3,"{'yellow': 5, 'orange': 5, 'red': 14, 'skyblue': 11}"
0,890,20,230,0,3,0,40,25,4,"{'yellow': 6, 'orange': 6, 'red': 16, 'skyblue': 12}"
0,1860,20,350,0,4,0,43,25,5,"{'yellow': 6, 'orange': 6, 'red': 18, 'skyblue': 13}"
0,3030,30,350,0,5,0,47,25,5,"{'yellow': 7, 'orange': 7, 'red': 19, 'skyblue': 14}"
0,4350,30,360,0,9,0,50,25,5,"{'yellow': 7, 'orange': 7, 'red': 21, 'skyblue': 15}"
0,6100,30,360,0,9,0,55,25,5,"{'yellow': 8, 'orange': 8, 'red': 22, 'skyblue': 17}"
0,8950,30,520,0,14,0,60,25,5,"{'yellow': 9, 'orange': 9, 'red': 24, 'skyblue': 18}"
0,0,0,0,4,0,0,24,25,1,"{'yellow': 3, 'orange': 5, 'red': 6, 'skyblue': 10}"
0,0,0,0,2,0,0,27,25,1,"{'yellow': 4, 'orange': 5, 'red': 7, 'skyblue': 11}"
0,40,20,20,0,0,0,31,25,2,"{'yellow': 4, 'orange': 6, 'red': 8, 'skyblue': 13}"
0,240,20,140,0,0,0,35,25,3,"{'yellow': 5, 'orange': 7, 'red': 9, 'skyblue': 14}"
0,1050,20,150,0,1,0,40,25,3,"{'yellow': 6, 'orange': 8, 'red': 10, 'skyblue': 16}"
0,2820,30,610,0,4,0,44,25,4,"{'yellow': 6, 'orange': 9, 'red': 11, 'skyblue': 18}"
0,4350,30,610,0,3,0,47,25,4,"{'yellow': 7, 'orange': 9, 'red': 12, 'skyblue': 19}"
0,7570,40,890,0,7,0,51,25,4,"{'yellow': 7, 'orange': 10, 'red': 13, 'skyblue': 21}"
0,10180,40,890,0,12,0,55,25,5,"{'yellow': 8, 'orange': 11, 'red': 14, 'skyblue': 22}"
0,14420,50,890,0,16,0,60,25,5,"{'yellow': 9, 'orange': 12, 'red': 15, 'skyblue': 24}"
0,0,0,0,5,0,0,23,25,1,"{'yellow': 3, 'orange': 5, 'red': 8, 'skyblue': 7}"
0,0,0,0,2,0,0,27,25,1,"{'yellow': 4, 'orange': 5, 'red': 10, 'skyblue': 8}"
0,20,20,20,0,0,0,30,25,2,"{'yellow': 4, 'orange': 6, 'red': 11, 'skyblue': 9}"
0,90,10,20,0,0,0,35,25,3,"{'yellow': 5, 'orange': 7, 'red': 12, 'skyblue': 11}"
0,470,20,140,0,1,0,40,25,4,"{'yellow': 6, 'orange': 8, 'red': 14, 'skyblue': 12}"
0,1320,20,210,0,4,0,43,25,5,"{'yellow': 6, 'orange': 9, 'red': 15, 'skyblue': 13}"
0,2700,30,340,0,5,0,47,25,5,"{'yellow': 7, 'orange': 9, 'red': 17, 'skyblue': 14}"
0,3790,30,350,0,5,0,50,25,5,"{'yellow': 7, 'orange': 10, 'red': 18, 'skyblue': 15}"
0,6650,30,610,0,6,0,55,25,5,"{'yellow': 8, 'orange': 11, 'red': 19, 'skyblue': 17}"
0,8950,30,620,0,10,0,60,25,5,"{'yellow': 9, 'orange': 12, 'red': 21, 'skyblue': 18}"
0,0,0,0,4,0,0,24,25,1,"{'yellow': 3, 'orange': 5, 'red': 10, 'skyblue': 6}"
0,0,0,0,2,0,0,27,25,1,"{'yellow': 4, 'orange': 5, 'red': 11, 'skyblue': 7}"
0,40,20,20,0,0,0,31,25,2,"{'yellow': 4, 'orange': 6, 'red': 13, 'skyblue': 8}"
0,90,10,20,0,0,0,35,25,3,"{'yellow': 5, 'orange': 7, 'red': 14, 'skyblue': 9}"
0,250,20,70,0,1,0,40,25,5,"{'yellow': 6, 'orange': 8, 'red': 16, 'skyblue': 10}"
0,1390,20,230,0,5,0,44,25,5,"{'yellow': 6, 'orange': 9, 'red': 18, 'skyblue': 11}"
0,2410,30,340,0,5,0,47,25,5,"{'yellow': 7, 'orange': 9, 'red': 19, 'skyblue': 12}"
0,4040,30,350,0,5,0,51,25,5,"{'yellow': 7, 'orange': 10, 'red': 21, 'skyblue': 13}"
0,5200,30,360,0,6,0,55,25,5,"{'yellow': 8, 'orange': 11, 'red': 22, 'skyblue': 14}"
0,7030,30,470,0,9,0,60,25,4,"{'yellow': 9, 'orange': 12, 'red': 24, 'skyblue': 15}"
0,0,0,0,4,0,0,24,25,1,"{'yellow': 3, 'orange': 6, 'red': 5, 'skyblue': 10}"
0,0,0,0,2,0,0,27,25,1,"{'yellow': 4, 'orange': 7, 'red': 5, 'skyblue': 11}"
0,40,20,20,0,0,0,31,25,2,"{'yellow': 4, 'orange': 8, 'red': 6, 'skyblue': 13}"
0,540,20,150,0,0,0,35,25,3,"{'yellow': 5, 'orange': 9, 'red': 7, 'skyblue': 14}"
0,1450,20,350,0,0,0,40,25,3,"{'yellow': 6, 'orange': 10, 'red': 8, 'skyblue': 16}"
0,3000,20,610,0,4,0,44,25,4,"{'yellow': 6, 'orange': 11, 'red': 9, 'skyblue': 18}"
0,4330,30,610,0,4,0,47,25,4,"{'yellow': 7, 'orange': 12, 'red': 9, 'skyblue': 19}"
0,8060,40,890,0,7,0,51,25,4,"{'yellow': 7, 'orange': 13, 'red': 10, 'skyblue': 21}"
0,10850,40,890,0,12,0,55,25,5,"{'yellow': 8, 'orange': 14, 'red': 11, 'skyblue': 22}"
0,15410,50,890,0,16,0,60,25,5,"{'yellow': 9, 'orange': 15, 'red': 12, 'skyblue': 24}"
0,0,0,0,5,0,0,23,25,1,"{'yellow': 3, 'orange': 6, 'red': 6, 'skyblue': 8}"
0,0,0,0,1,0,0,28,25,1,"{'yellow': 4, 'orange': 7, 'red': 7, 'skyblue': 10}"
0,40,20,20,0,0,0,31,25,2,"{'yellow': 4, 'orange': 8, 'red': 8, 'skyblue': 11}"
0,240,20,140,0,0,0,35,25,3,"{'yellow': 5, 'orange': 9, 'red': 9, 'skyblue': 12}"
0,970,20,150,0,0,0,40,25,3,"{'yellow': 6, 'orange': 10, 'red': 10, 'skyblue': 14}"
0,1660,30,350,0,1,0,43,25,3,"{'yellow': 6, 'orange': 11, 'red': 11, 'skyblue': 15}"
0,3920,30,610,0,4,0,48,25,4,"{'yellow': 7, 'orange': 12, 'red': 12, 'skyblue': 17}"
0,5330,30,610,0,4,0,51,25,4,"{'yellow': 7, 'orange': 13, 'red': 13, 'skyblue': 18}"
0,7980,30,690,0,7,0,55,25,5,"{'yellow': 8, 'orange': 14, 'red': 14, 'skyblue': 19}"
0,12790,40,890,0,14,0,60,25,5,"{'yellow': 9, 'orange': 15, 'red': 15, 'skyblue': 21}"
0,0,0,0,5,0,0,23,25,1,"{'yellow': 3, 'orange': 6, 'red': 7, 'skyblue': 7}"
0,0,0,0,2,0,0,27,25,1,"{'yellow': 4, 'orange': 7, 'red': 8, 'skyblue': 8}"
0,20,20,20,0,0,0,30,25,2,"{'yellow': 4, 'orange': 8, 'red': 9, 'skyblue': 9}"
0,110,10,20,0,0,0,36,25,3,"{'yellow': 5, 'orange': 9, 'red': 11, 'skyblue': 11}"
0,660,20,140,0,0,0,40,25,4,"{'yellow': 6, 'orange': 10, 'red': 12, 'skyblue': 12}"
0,1110,20,150,0,1,0,43,25,4,"{'yellow': 6, 'orange': 11, 'red': 13, 'skyblue': 13}"
0,2550,30,450,0,4,0,47,25,4,"{'yellow': 7, 'orange': 12, 'red': 14, 'skyblue': 14}"
0,4000,30,610,0,3,0,50,25,4,"{'yellow': 7, 'orange': 13, 'red': 15, 'skyblue': 15}"
0,7020,30,610,0,6,0,56,25,5,"{'yellow': 8, 'orange': 14, 'red': 17, 'skyblue': 17}"
0,8920,30,620,0,7,0,60,25,5,"{'yellow': 9, 'orange': 15, 'red': 18, 'skyblue': 18}"
0,0,0,0,5,0,0,23,25,1,"{'yellow': 3, 'orange': 6, 'red': 8, 'skyblue': 6}"
0,0,0,0,1,0,0,28,25,1,"{'yellow': 4, 'orange': 7, 'red': 10, 'skyblue': 7}"
0,40,20,20,0,0,0,31,25,2,"{'yellow': 4, 'orange': 8, 'red': 11, 'skyblue': 8}"
0,90,10,20,0,0,0,35,25,3,"{'yellow': 5, 'orange': 9, 'red': 12, 'skyblue': 9}"
0,350,20,140,0,0,0,40,25,5,"{'yellow': 6, 'orange': 10, 'red': 14, 'skyblue': 10}"
0,800,20,140,0,1,0,43,25,4,"{'yellow': 6, 'orange': 11, 'red': 15, 'skyblue': 11}"
0,2430,30,340,0,4,0,48,25,4,"{'yellow': 7, 'orange': 12, 'red': 17, 'skyblue': 12}"
0,3630,30,610,0,4,0,51,25,4,"{'yellow': 7, 'orange': 13, 'red': 18, 'skyblue': 13}"
0,5650,30,610,0,6,0,55,25,5,"{'yellow': 8, 'orange': 14, 'red': 19, 'skyblue': 14}"
0,7000,30,470,0,6,0,60,25,4,"{'yellow': 9, 'orange': 15, 'red': 21, 'skyblue': 15}"
0,0,0,0,4,0,0,24,25,1,"{'yellow': 3, 'orange': 6, 'red': 10, 'skyblue': 5}"
0,0,0,0,2,0,0,27,25,1,"{'yellow': 4, 'orange': 7, 'red': 11, 'skyblue': 5}"
0,30,10,20,0,0,0,31,25,2,"{'yellow': 4, 'orange': 8, 'red': 13, 'skyblue': 6}"
0,90,10,20,0,0,0,35,25,4,"{'yellow': 5, 'orange': 9, 'red': 14, 'skyblue': 7}"
0,200,20,30,0,0,0,40,25,4,"{'yellow': 6, 'orange': 10, 'red': 16, 'skyblue': 8}"
0,790,30,150,0,4,0,44,25,5,"{'yellow': 6, 'orange': 11, 'red': 18, 'skyblue': 9}"
0,1630,30,260,0,4,0,47,25,4,"{'yellow': 7, 'orange': 12, 'red': 19, 'skyblue': 9}"
0,3020,30,350,0,4,0,51,25,4,"{'yellow': 7, 'orange': 13, 'red': 21, 'skyblue': 10}"
0,4100,30,350,0,4,0,55,25,4,"{'yellow': 8, 'orange': 14, 'red': 22, 'skyblue': 11}"
0,6010,30,470,0,6,0,60,25,4,"{'yellow': 9, 'orange': 15, 'red': 24, 'skyblue': 12}"
0,0,0,0,5,0,0,23,25,1,"{'yellow': 3, 'orange': 7, 'red': 3, 'skyblue': 10}"
0,0,0,0,2,0,0,27,25,1,"{'yellow': 4, 'orange': 8, 'red': 4, 'skyblue': 11}"
0,80,20,60,0,1,0,30,25,3,"{'yellow': 4, 'orange': 9, 'red': 4, 'skyblue': 13}"
0,860,20,150,0,0,0,35,25,3,"{'yellow': 5, 'orange': 11, 'red': 5, 'skyblue': 14}"
0,2000,10,350,0,2,0,40,25,3,"{'yellow': 6, 'orange': 12, 'red': 6, 'skyblue': 16}"
0,3120,20,350,0,2,0,43,25,3,"{'yellow': 6, 'orange': 13, 'red': 6, 'skyblue': 18}"
0,4340,20,350,0,4,0,47,25,4,"{'yellow': 7, 'orange': 14, 'red': 7, 'skyblue': 19}"
0,8150,30,690,0,9,0,50,25,4,"{'yellow': 7, 'orange': 15, 'red': 7, 'skyblue': 21}"
0,11830,40,890,0,12,0,55,25,5,"{'yellow': 8, 'orange': 17, 'red': 8, 'skyblue': 22}"
0,15710,50,890,0,15,0,60,25,5,"{'yellow': 9, 'orange': 18, 'red': 9, 'skyblue': 24}"
0,0,0,0,5,0,0,23,25,1,"{'yellow': 3, 'orange': 7, 'red': 6, 'skyblue': 7}"
0,0,0,0,2,0,0,27,25,1,"{'yellow': 4, 'orange': 8, 'red': 7, 'skyblue': 8}"
0,20,20,20,0,0,0,30,25,2,"{'yellow': 4, 'orange': 9, 'red': 8, 'skyblue': 9}"
0,400,10,140,0,0,0,36,25,3,"{'yellow': 5, 'orange': 11, 'red': 9, 'skyblue': 11}"
0,870,20,150,0,1,0,40,25,4,"{'yellow': 6, 'orange': 12, 'red': 10, 'skyblue': 12}"
0,1360,20,180,0,1,0,43,25,4,"{'yellow': 6, 'orange': 13, 'red': 11, 'skyblue': 13}"
0,2610,30,350,0,3,0,47,25,4,"{'yellow': 7, 'orange': 14, 'red': 12, 'skyblue': 14}"
0,3970,30,450,0,4,0,50,25,4,"{'yellow': 7, 'orange': 15, 'red': 13, 'skyblue': 15}"
0,7000,30,610,0,5,0,56,25,5,"{'yellow': 8, 'orange': 17, 'red': 14, 'skyblue': 17}"
0,10630,40,690,0,11,0,60,25,5,"{'yellow': 9, 'orange': 18, 'red': 15, 'skyblue': 18}"
0,0,0,0,5,0,0,23,25,1,"{'yellow': 3, 'orange': 7, 'red': 7, 'skyblue': 6}"
0,0,0,0,2,0,0,27,25,1,"{'yellow': 4, 'orange': 8, 'red': 8, 'skyblue': 7}"
0,20,20,20,0,0,0,30,25,2,"{'yellow': 4, 'orange': 9, 'red': 9, 'skyblue': 8}"
0,110,10,20,0,0,0,36,25,3,"{'yellow': 5, 'orange': 11, 'red': 11, 'skyblue': 9}"
0,550,20,140,0,1,0,40,25,4,"{'yellow': 6, 'orange': 12, 'red': 12, 'skyblue': 10}"
0,960,20,150,0,1,0,43,25,4,"{'yellow': 6, 'orange': 13, 'red': 13, 'skyblue': 11}"
0,1950,30,330,0,3,0,47,25,4,"{'yellow': 7, 'orange': 14, 'red': 14, 'skyblue': 12}"
0,3300,30,450,0,4,0,50,25,4,"{'yellow': 7, 'orange': 15, 'red': 15, 'skyblue': 13}"
0,6010,30,610,0,5,0,56,25,5,"{'yellow': 8, 'orange': 17, 'red': 17, 'skyblue': 14}"
0,6950,30,470,0,4,0,60,25,4,"{'yellow': 9, 'orange': 18, 'red': 18, 'skyblue': 15}"
0,0,0,0,5,0,0,23,25,1,"{'yellow': 3, 'orange': 7, 'red': 8, 'skyblue': 5}"
0,0,0,0,2,0,0,27,25,1,"{'yellow': 4, 'orange': 8, 'red': 10, 'skyblue': 5}"
0,10,10,10,0,0,0,30,25,2,"{'yellow': 4, 'orange': 9, 'red': 11, 'skyblue': 6}"
0,90,10,20,0,0,0,35,25,4,"{'yellow': 5, 'orange': 11, 'red': 12, 'skyblue': 7}"
0,260,20,60,0,1,0,40,25,4,"{'yellow': 6, 'orange': 12, 'red': 14, 'skyblue': 8}"
0,670,20,140,0,1,0,43,25,4,"{'yellow': 6, 'orange': 13, 'red': 15, 'skyblue': 9}"
0,1310,20,140,0,3,0,47,25,4,"{'yellow': 7, 'orange': 14, 'red': 17, 'skyblue': 9}"
0,2320,30,260,0,4,0,50,25,4,"{'yellow': 7, 'orange': 15, 'red': 18, 'skyblue': 10}"
0,4030,30,470,0,4,0,55,25,4,"{'yellow': 8, 'orange': 17, 'red': 19, 'skyblue': 11}"
0,5960,30,470,0,4,0,60,25,4,"{'yellow': 9, 'orange': 18, 'red': 21, 'skyblue': 12}"
0,0,0,0,5,0,0,23,25,1,"{'yellow': 3, 'orange': 7, 'red': 10, 'skyblue': 3}"
0,0,0,0,2,0,0,27,25,1,"{'yellow': 4, 'orange': 8, 'red': 11, 'skyblue': 4}"
0,10,10,10,0,0,0,30,25,2,"{'yellow': 4, 'orange': 9, 'red': 13, 'skyblue': 4}"
0,80,10,20,0,0,0,35,25,5,"{'yellow': 5, 'orange': 11, 'red': 14, 'skyblue': 5}"
0,200,20,30,0,0,0,40,25,4,"{'yellow': 6, 'orange': 12, 'red': 16, 'skyblue': 6}"
0,320,20,30,0,0,0,43,25,4,"{'yellow': 6, 'orange': 13, 'red': 18, 'skyblue': 6}"
0,1010,20,140,0,3,0,47,25,4,"{'yellow': 7, 'orange': 14, 'red': 19, 'skyblue': 7}"
0,1870,30,230,0,4,0,50,25,4,"{'yellow': 7, 'orange': 15, 'red': 21, 'skyblue': 7}"
0,3120,30,350,0,3,0,55,25,4,"{'yellow': 8, 'orange': 17, 'red': 22, 'skyblue': 8}"
0,4960,30,470,0,4,0,60,25,4,"{'yellow': 9, 'orange': 18, 'red': 24, 'skyblue': 9}"
0,0,0,0,4,0,0,23,25,1,"{'yellow': 3, 'orange': 8, 'red': 2, 'skyblue': 10}"
0,0,0,0,0,0,0,27,25,1,"{'yellow': 4, 'orange': 10, 'red': 2, 'skyblue': 11}"
0,460,20,140,0,0,0,31,25,2,"{'yellow': 4, 'orange': 11, 'red': 3, 'skyblue': 13}"
0,1120,20,260,0,1,0,34,25,3,"{'yellow': 5, 'orange': 12, 'red': 3, 'skyblue': 14}"
0,2650,10,350,0,2,0,40,25,3,"{'yellow': 6, 'orange': 14, 'red': 4, 'skyblue': 16}"
0,3770,20,350,0,2,0,43,25,3,"{'yellow': 6, 'orange': 15, 'red': 4, 'skyblue': 18}"
0,5040,30,350,0,3,0,47,25,4,"{'yellow': 7, 'orange': 17, 'red': 4, 'skyblue': 19}"
0,8010,30,730,0,12,0,51,25,4,"{'yellow': 7, 'orange': 18, 'red': 5, 'skyblue': 21}"
0,12130,40,890,0,14,0,54,25,5,"{'yellow': 8, 'orange': 19, 'red': 5, 'skyblue': 22}"
0,16380,50,890,0,15,0,60,25,5,"{'yellow': 9, 'orange': 21, 'red': 6, 'skyblue': 24}"
0,0,0,0,6,0,0,22,25,1,"{'yellow': 3, 'orange': 8, 'red': 3, 'skyblue': 8}"
0,0,0,0,1,0,0,28,25,1,"{'yellow': 4, 'orange': 10, 'red': 4, 'skyblue': 10}"
0,150,20,130,0,0,0,30,25,2,"{'yellow': 4, 'orange': 11, 'red': 4, 'skyblue': 11}"
0,680,20,150,0,0,0,34,25,3,"{'yellow': 5, 'orange': 12, 'red': 5, 'skyblue': 12}"
0,1990,10,350,0,2,0,40,25,3,"{'yellow': 6, 'orange': 14, 'red': 6, 'skyblue': 14}"
0,2730,20,350,0,2,0,42,25,3,"{'yellow': 6, 'orange': 15, 'red': 6, 'skyblue': 15}"
0,4330,20,350,0,2,0,48,25,4,"{'yellow': 7, 'orange': 17, 'red': 7, 'skyblue': 17}"
0,5300,30,410,0,6,0,50,25,4,"{'yellow': 7, 'orange': 18, 'red': 7, 'skyblue': 18}"
0,9330,40,690,0,11,0,54,25,5,"{'yellow': 8, 'orange': 19, 'red': 8, 'skyblue': 19}"
0,14120,40,890,0,14,0,60,25,5,"{'yellow': 9, 'orange': 21, 'red': 9, 'skyblue': 21}"
0,0,0,0,5,0,0,23,25,1,"{'yellow': 3, 'orange': 8, 'red': 5, 'skyblue': 7}"
0,0,0,0,2,0,0,27,25,1,"{'yellow': 4, 'orange': 10, 'red': 5, 'skyblue': 8}"
0,20,20,20,0,0,0,30,25,2,"{'yellow': 4, 'orange': 11, 'red': 6, 'skyblue': 9}"
0,530,10,150,0,0,0,35,25,3,"{'yellow': 5, 'orange': 12, 'red': 7, 'skyblue': 11}"
0,1180,10,150,0,2,0,40,25,4,"{'yellow': 6, 'orange': 14, 'red': 8, 'skyblue': 12}"
0,1980,20,350,0,1,0,43,25,4,"{'yellow': 6, 'orange': 15, 'red': 9, 'skyblue': 13}"
0,3320,20,350,0,1,0,47,25,4,"{'yellow': 7, 'orange': 17, 'red': 9, 'skyblue': 14}"
0,4120,30,350,0,1,0,50,25,4,"{'yellow': 7, 'orange': 18, 'red': 10, 'skyblue': 15}"
0,7330,40,690,0,7,0,55,25,5,"{'yellow': 8, 'orange': 19, 'red': 11, 'skyblue': 17}"
0,11320,40,690,0,11,0,60,25,5,"{'yellow': 9, 'orange': 21, 'red': 12, 'skyblue': 18}"
0,0,0,0,5,0,0,23,25,1,"{'yellow': 3, 'orange': 8, 'red': 6, 'skyblue': 6}"
0,0,0,0,1,0,0,28,25,1,"{'yellow': 4, 'orange': 10, 'red': 7, 'skyblue': 7}"
0,40,20,20,0,0,0,31,25,2,"{'yellow': 4, 'orange': 11, 'red': 8, 'skyblue': 8}"
0,240,10,140,0,0,0,35,25,3,"{'yellow': 5, 'orange': 12, 'red': 9, 'skyblue': 9}"
0,830,10,150,0,1,0,40,25,4,"{'yellow': 6, 'orange': 14, 'red': 10, 'skyblue': 10}"
0,1320,20,170,0,1,0,43,25,4,"{'yellow': 6, 'orange': 15, 'red': 11, 'skyblue': 11}"
0,2700,20,350,0,1,0,48,25,4,"{'yellow': 7, 'orange': 17, 'red': 12, 'skyblue': 12}"
0,3710,30,350,0,3,0,51,25,4,"{'yellow': 7, 'orange': 18, 'red': 13, 'skyblue': 13}"
0,5650,30,610,0,5,0,55,25,5,"{'yellow': 8, 'orange': 19, 'red': 14, 'skyblue': 14}"
0,7980,30,650,0,4,0,60,25,4,"{'yellow': 9, 'orange': 21, 'red': 15, 'skyblue': 15}"
0,0,0,0,5,0,0,23,25,1,"{'yellow': 3, 'orange': 8, 'red': 7, 'skyblue': 5}"
0,0,0,0,2,0,0,27,25,1,"{'yellow': 4, 'orange': 10, 'red': 8, 'skyblue': 5}"
0,10,10,10,0,0,0,30,25,2,"{'yellow': 4, 'orange': 11, 'red': 9, 'skyblue': 6}"
0,90,10,20,0,0,0,35,25,3,"{'yellow': 5, 'orange': 12, 'red': 11, 'skyblue': 7}"
0,530,10,140,0,1,0,40,25,4,"{'yellow': 6, 'orange': 14, 'red': 12, 'skyblue': 8}"
